ID,Wind speed in km/h,Waterfowl population,Wave Action,Turbidity of water (NTUs)
11033,11,32,Moderate,NA
11034,11,2,Moderate,NA
11035,11,3,High,NA
11036,11,NA,High,NA
11037,11,7,Moderate,NA
11038,11,NA,Moderate,NA
11039,11,19,Moderate,NA
11040,11,10,High,NA
11041,17,5,Moderate,1.76
11042,17,37,Low,0.61
11043,17,NA,Low,NA
11044,17,NA,Moderate,NA
11045,17,2,Moderate,NA
11046,17,1,Low,NA
11047,17,12,Low,NA
11048,17,13,Moderate,NA
11049,17,56,Moderate,NA
11050,17,NA,High,NA
11051,5,4,Low,3
11052,5,13,Moderate,0.85
11053,5,NA,Low,NA
11054,5,NA,Low,NA
11055,5,2,Low,NA
11056,5,NA,Low,NA
11057,5,10,Low,NA
11058,5,18,Low,NA
11059,5,40,Low,NA
11060,5,4,Moderate,NA
11061,9,3,Low,0.78
11062,9,12,Low,0.72
11063,9,16,Low,NA
11064,9,NA,Low,NA
11065,9,60,Low,NA
11066,9,24,Low,NA
11067,9,2,Low,NA
11068,9,4,Low,NA
11069,9,7,Low,NA
11070,9,NA,Low,NA
11071,9,NA,Moderate,1.81
11072,9,NA,Low,3.19
11073,9,NA,Low,NA
11074,9,1,Low,NA
11075,9,3,Low,NA
11076,9,NA,Low,NA
11077,9,14,Low,NA
11078,9,NA,Low,NA
11079,9,3,Low,NA
11080,9,NA,Moderate,NA
11081,8,1,Low,0.67
11082,8,3,Low,0.84
11083,8,2,Low,NA
11084,8,1,Low,NA
11085,8,NA,Low,NA
11086,8,7,Low,NA
11087,8,26,Low,NA
11088,8,3,Low,NA
11089,8,84,Low,NA
11090,8,NA,Low,NA
11091,13,NA,None,NA
11092,13,NA,None,NA
11093,13,NA,None,NA
11094,13,1,Low,NA
11095,13,2,Low,NA
11096,13,3,Low,NA
11097,13,12,Low,NA
11098,13,20,Low,NA
11099,13,57,Low,NA
11100,13,NA,Low,NA
11101,15,10,Low,0.86
11102,15,3,Low,0.87
11103,15,NA,Low,NA
11104,15,NA,Low,NA
11105,15,4,Low,NA
11106,15,NA,Low,NA
11107,15,NA,Low,NA
11108,15,6,Low,NA
11109,15,94,Low,NA
11110,15,5,Low,NA
11111,4,10,Low,1.06
11112,4,17,Low,0.93
11113,4,3,Low,NA
11114,4,15,Low,NA
11115,4,201,Low,NA
11116,4,NA,Low,NA
11117,4,10,Low,NA
11118,4,3,Low,NA
11119,4,12,Low,NA
11120,4,7,Low,NA
11121,NA,4,Low,1.36
11122,NA,12,Low,1.63
11123,NA,2,Low,NA
11124,NA,NA,Low,NA
11125,NA,4,Low,NA
11126,NA,6,Low,NA
11127,NA,12,Low,NA
11128,NA,7,Low,NA
11129,NA,12,Low,NA
11130,9,40,Low,0.74
11131,9,30,Low,0.44
11132,9,40,Low,NA
11133,9,5,Low,NA
11134,9,25,Low,NA
11135,9,15,Low,NA
11136,9,35,Low,NA
11137,9,1,Low,NA
11138,9,2,Low,NA
11139,9,70,Low,NA
11140,11,8,Moderate,4.25
11141,11,60,Moderate,1.29
11142,11,7,Low,NA
11143,11,NA,Moderate,NA
11144,11,13,Low,NA
11145,11,2,Low,NA
11146,11,72,Low,NA
11147,11,NA,Low,NA
11148,11,NA,Low,NA
11149,11,12,High,NA
11150,13,1,Low,0.51
11151,13,10,Low,0.46
11152,13,NA,Low,NA
11153,13,2,Low,NA
11154,13,4,Low,NA
11155,13,2,Low,NA
11156,13,36,Low,NA
11157,13,NA,Low,NA
11158,13,3,Low,NA
11159,13,20,Low,NA
11160,11,2,Low,1.11
11161,11,5,Low,2.9
11162,11,NA,Low,NA
11163,11,NA,Low,NA
11164,11,1,Low,NA
11165,11,3,Low,NA
11166,11,27,Low,NA
11167,11,7,Low,NA
11168,11,15,Low,NA
11169,11,12,Low,NA
11170,13,NA,Low,0.75
11171,13,17,Low,2.08
11172,13,5,Low,NA
11173,13,NA,Low,NA
11174,13,9,Low,NA
11175,13,NA,Low,NA
11176,13,38,Low,NA
11177,13,12,Low,NA
11178,13,45,Low,NA
11179,13,6,Low,NA
11180,8,2,Low,1.12
11181,8,NA,Low,1.15
11182,8,2,Low,NA
11183,8,7,Low,NA
11184,8,1,Low,NA
11185,8,2,Low,NA
11186,8,12,Low,NA
11187,8,12,Low,NA
11188,8,25,Low,NA
11189,8,NA,Moderate,NA
11190,NA,3,Low,2.4
11191,NA,4,Low,1.01
11192,NA,4,Low,NA
11193,NA,4,Low,NA
11194,NA,2,Low,NA
11195,NA,7,Low,NA
11196,NA,5,Low,NA
11197,NA,15,Low,NA
11198,NA,84,Low,NA
11199,NA,3,Low,NA
11200,8,2,Low,4.72
11201,8,5,Low,0.9
11202,8,NA,Low,NA
11203,8,2,Low,NA
11204,8,52,Low,NA
11205,8,6,Low,NA
11206,8,4,Low,NA
11207,8,5,Low,NA
11208,8,25,Low,NA
11209,8,3,Low,NA
11210,17,3,High,4.95
11211,17,18,Low,0.98
11212,17,6,Low,NA
11213,17,NA,High,NA
11214,17,2,Moderate,NA
11215,17,4,Moderate,NA
11216,17,6,Moderate,NA
11217,17,12,High,NA
11218,17,55,High,NA
11219,17,NA,High,NA
11220,20,20,Low,4.64
11221,20,8,Low,1.56
11222,20,2,Moderate,NA
11223,20,NA,High,NA
11224,20,3,Moderate,NA
11225,20,1,Low,NA
11226,20,NA,Low,NA
11227,20,14,High,NA
11228,20,10,High,NA
11229,20,NA,High,NA
11230,13,4,Low,2.44
11231,13,9,Low,0.81
11232,13,4,Low,NA
11233,13,4,Low,NA
11234,13,18,Low,NA
11235,13,38,Low,NA
11236,13,38,Low,NA
11237,13,6,Low,NA
11238,13,43,Low,NA
11239,13,NA,Low,NA
11240,30,3,Moderate,2.55
11241,30,5,Low,1.04
11242,30,NA,Moderate,NA
11243,30,NA,Moderate,NA
11244,30,5,Low,NA
11245,30,NA,Low,NA
11246,30,62,Low,NA
11247,30,NA,Low,NA
11248,30,NA,Low,NA
11249,30,12,Low,NA
11250,5,8,Low,0.85
11251,5,12,Low,0.68
11252,5,1,None,NA
11253,5,NA,Low,NA
11254,5,NA,Low,NA
11255,5,1,Low,NA
11256,5,19,Low,NA
11257,5,12,Low,NA
11258,5,17,Low,NA
11259,5,59,Low,NA
11260,4,NA,Low,3.03
11261,4,2,Low,1.05
11262,4,NA,Low,NA
11263,4,NA,Low,NA
11264,4,4,Low,NA
11265,4,12,Low,NA
11266,4,21,Low,NA
11267,4,6,Low,NA
11268,4,15,Low,NA
11269,4,22,Low,NA
11270,13,5,Low,1.84
11271,13,3,Low,1.21
11272,13,1,Low,NA
11273,13,NA,Low,NA
11274,13,2,Low,NA
11275,13,3,Low,NA
11276,13,19,Low,NA
11277,13,6,Low,NA
11278,13,24,Low,NA
11279,13,15,Low,NA
11280,5,8,Low,0.96
11281,5,NA,Low,1.84
11282,5,2,Low,NA
11283,5,NA,Low,NA
11284,5,3,Low,NA
11285,5,NA,Low,NA
11286,5,37,Low,NA
11287,5,12,Low,NA
11288,5,25,Low,NA
11289,5,NA,Low,NA
11290,4,4,Low,0.56
11291,4,3,Low,0.78
11292,4,2,Low,NA
11293,4,NA,Low,NA
11294,4,NA,Low,NA
11295,4,NA,Low,NA
11296,4,21,Low,NA
11297,4,3,Low,NA
11298,4,5,Low,NA
11299,4,7,Low,1.51
11300,13,2,Low,1.28
11301,13,3,Low,0.61
11302,13,8,Low,NA
11303,13,1,Low,NA
11304,13,10,Low,NA
11305,13,3,Low,NA
11306,13,13,Low,NA
11307,13,NA,Low,NA
11308,13,NA,Low,NA
11309,13,NA,Low,NA
11310,9,7,Low,3.18
11311,9,4,Low,0.82
11312,9,NA,Low,NA
11313,9,NA,Low,NA
11314,9,3,Low,NA
11315,9,NA,Low,NA
11316,9,7,Low,NA
11317,9,4,Low,NA
11318,9,24,Low,NA
11319,9,NA,Moderate,NA
11320,11,NA,Low,2.8
11321,11,1,Low,1.48
11322,11,200,Low,NA
11323,11,10,Low,NA
11324,11,73,Low,NA
11325,11,7,Low,NA
11326,11,9,Low,NA
11327,11,7,Low,NA
11328,11,15,Low,NA
11329,11,NA,Low,NA
11330,4,3,Low,0.58
11331,4,4,Low,0.82
11332,4,NA,Low,NA
11333,4,NA,Low,NA
11334,4,5,Low,NA
11335,4,NA,Low,NA
11336,4,16,Low,NA
11337,4,2,Low,NA
11338,4,5,Low,NA
11339,4,NA,Low,NA
11340,13,5,Low,0.99
11341,13,13,Low,0.54
11342,13,2,Low,NA
11343,13,NA,Low,NA
11344,13,6,Low,NA
11345,13,NA,Low,NA
11346,13,12,Low,NA
11347,13,12,Low,NA
11348,9,15,Low,0.89
11349,9,62,Low,0.87
11350,9,NA,Low,NA
11351,9,3,Low,NA
11352,9,1,Low,NA
11353,9,NA,Low,NA
11354,9,32,Low,NA
11355,9,7,Low,NA
11356,9,12,Low,NA
11357,9,100,Low,NA
11358,18,35,High,1.7
11359,18,150,Low,1.29
11360,18,13,Low,NA
11361,18,NA,Low,NA
11362,18,4,Low,NA
11363,18,1,Low,NA
11364,18,61,Low,NA
11365,18,NA,Low,NA
11366,18,NA,Low,NA
11367,18,80,Low,NA
11368,9,20,Low,23.3
11369,9,10,Low,2.01
11370,9,2,Low,NA
11371,9,3,Low,NA
11372,9,1,Low,NA
11373,9,1,Low,NA
11374,9,37,Low,NA
11375,9,100,Low,NA
11376,9,30,Low,NA
11377,9,9,Low,NA
11378,18,NA,Low,1.22
11379,18,2,Low,1.03
11380,18,NA,Low,NA
11381,18,3,Low,NA
11382,18,4,Low,NA
11383,18,6,Low,NA
11384,18,41,Low,NA
11385,18,2,Low,NA
11386,18,12,Low,NA
11387,18,35,Moderate,NA
11388,4,NA,None,1.52
11389,4,1,None,0.86
11390,4,17,None,NA
11391,4,NA,None,NA
11392,4,3,None,NA
11393,4,NA,None,NA
11394,4,17,None,NA
11395,4,NA,Low,NA
11396,4,NA,Low,NA
11397,4,2,Low,NA
11398,4,7,Low,4.54
11399,4,13,Low,3.64
11400,4,2,Low,NA
11401,4,1,Low,NA
11402,4,2,Low,NA
11403,4,4,Low,NA
11404,4,51,Low,NA
11405,4,12,Low,NA
11406,4,35,Low,NA
11407,4,NA,None,NA
11408,18,2,Low,0.33
11409,18,10,Low,0.82
11410,18,3,Low,NA
11411,18,3,Low,NA
11412,18,9,Low,NA
11413,18,NA,Low,NA
11414,18,21,Low,NA
11415,18,5,Low,NA
11416,18,NA,Low,NA
11417,18,16,Moderate,NA
11418,4,5,Low,0.97
11419,4,12,Low,1.44
11420,4,NA,Low,NA
11421,4,NA,Low,NA
11422,4,5,Low,NA
11423,4,NA,Low,NA
11424,4,10,Low,NA
11425,4,25,Low,NA
11426,4,50,Low,NA
11427,4,NA,Low,NA
11428,5,6,Low,0.68
11429,5,NA,Low,0.94
11430,5,1,Low,NA
11431,5,NA,Low,NA
11432,5,5,Low,NA
11433,5,NA,Low,NA
11434,5,30,Low,NA
11435,5,3,Low,NA
11436,5,34,Low,NA
11437,5,NA,Low,NA
11438,11,NA,Low,0.83
11439,11,NA,Low,2.16
11440,11,12,Low,1
11441,11,1,Low,NA
11442,11,4,Low,NA
11443,11,2,Low,NA
11444,11,16,Low,NA
11445,11,45,Low,NA
11446,11,55,Low,NA
11447,11,NA,Low,NA
11448,11,2,Moderate,1.9
11449,11,16,Low,1.71
11450,11,NA,Low,NA
11451,11,NA,Moderate,NA
11452,11,26,Moderate,NA
11453,11,6,Low,NA
11454,11,52,Low,NA
11455,11,12,Moderate,NA
11456,11,5,Moderate,NA
11457,11,NA,Moderate,NA
11458,9,1,Low,0.61
11459,9,3,None,2.33
11460,9,2,Low,NA
11461,9,NA,Low,NA
11462,9,14,Low,NA
11463,9,NA,Low,NA
11464,9,4,Low,NA
11465,9,9,Low,NA
11466,9,18,Low,NA
11467,9,NA,Low,NA
11468,5,2,Low,1.57
11469,5,17,Low,0.74
11470,5,13,Low,NA
11471,5,4,Low,NA
11472,5,19,Low,NA
11473,5,25,Low,NA
11474,5,20,Low,NA
11475,5,12,Low,NA
11476,5,58,Low,NA
11477,5,1,Low,NA
11478,15,NA,None,1.53
11479,15,2,None,1.8
11480,15,3,None,NA
11481,15,NA,None,NA
11482,15,6,None,NA
11483,15,2,None,NA
11484,15,8,None,NA
11485,15,4,None,NA
11486,15,17,None,NA
11487,15,36,None,NA
11488,9,4,None,4.81
11489,9,12,None,0.62
11490,9,1,None,NA
11491,9,NA,None,NA
11492,9,NA,None,NA
11493,9,2,None,NA
11494,9,1,None,NA
11495,9,12,None,NA
11496,9,23,None,NA
11497,9,11,None,NA
11498,67,2,High,2.93
11499,67,6,High,2.98
11500,67,NA,None,NA
11501,67,NA,None,NA
11502,67,NA,None,NA
11503,67,NA,None,NA
11504,67,5,Moderate,NA
11505,67,3,High,NA
11506,67,NA,High,NA
11507,67,NA,None,NA
11508,9,4,Moderate,0.83
11509,9,NA,Low,1.75
11510,9,6,None,NA
11511,9,4,Low,NA
11512,9,7,Low,NA
11513,9,3,Low,NA
11514,9,NA,Low,NA
11515,9,NA,Low,NA
11516,9,2,Low,NA
11517,9,50,Moderate,NA
11518,24,NA,None,NA
11519,24,12,High,NA
11520,24,NA,High,NA
11521,24,NA,High,NA
11522,24,NA,High,NA
11523,24,NA,High,NA
11524,24,NA,High,NA
11525,24,8,Moderate,NA
11526,24,10,Moderate,NA
11527,24,2,High,NA
11528,8,NA,Low,3.28
11529,8,NA,Low,2.33
11530,8,12,Low,NA
11531,8,NA,Low,NA
11532,8,6,Low,NA
11533,8,NA,Low,NA
11534,8,NA,Low,NA
11535,8,NA,Low,NA
11536,8,2,Low,NA
11537,8,NA,Low,NA
11538,5,12,Low,0.82
11539,5,NA,Low,0.97
11540,5,NA,None,NA
11541,5,5,None,NA
11542,5,NA,None,NA
11543,5,NA,None,NA
11544,5,NA,None,NA
11545,5,10,Low,NA
11546,5,26,Low,NA
11547,5,NA,Low,NA
11548,5,5,None,0.68
11549,5,7,None,0.65
11550,5,4,None,NA
11551,5,NA,None,NA
11552,5,NA,None,NA
11553,5,2,None,NA
11554,5,NA,None,NA
11555,5,3,None,NA
11556,5,12,None,NA
11557,5,NA,None,NA
11558,8,11,None,1.29
11559,8,NA,None,1.2
11560,8,5,None,NA
11561,8,NA,None,NA
11562,8,30,None,NA
11563,8,NA,None,NA
11564,8,10,None,NA
11565,8,NA,None,NA
11566,8,37,None,NA
11567,8,9,None,NA
11568,9,NA,None,1.38
11569,9,46,None,1.84
11570,9,NA,None,NA
11571,9,1,Low,NA
11572,9,NA,None,NA
11573,9,NA,Low,NA
11574,9,3,Low,NA
11575,9,20,Low,NA
11576,9,30,Low,NA
11577,9,NA,None,NA
11578,13,10,Low,NA
11579,13,75,None,NA
11580,13,4,Low,NA
11581,13,15,Low,NA
11582,13,6,None,NA
11583,13,NA,Low,NA
11584,13,NA,Low,NA
11585,13,10,Low,NA
11586,13,12,Low,NA
11587,13,1,Low,NA
11588,13,NA,None,1.29
11589,13,52,None,0.93
11590,13,NA,None,NA
11591,13,NA,None,NA
11592,13,NA,None,NA
11593,13,NA,None,NA
11594,13,NA,None,NA
11595,13,15,None,NA
11596,13,21,None,NA
11597,13,6,None,NA
11598,15,NA,Low,1.54
11599,15,71,None,1.23
11600,15,NA,Low,NA
11601,15,NA,Low,NA
11602,15,12,None,NA
11603,15,NA,Low,NA
11604,15,1,None,NA
11605,15,NA,Low,NA
11606,15,7,Low,NA
11607,15,15,Low,NA
11608,4,NA,None,1.18
11609,4,17,None,1.97
11610,4,2,None,NA
11611,4,NA,None,NA
11612,4,2,None,NA
11613,4,NA,None,NA
11614,6,4,None,NA
11615,6,3,None,NA
11616,6,4,None,NA
11617,6,3,None,NA
11618,9,5,Low,NA
11619,9,NA,None,0.77
11620,9,NA,None,NA
11621,9,NA,None,NA
11622,9,7,None,NA
11623,9,NA,None,NA
11624,9,NA,None,NA
11625,9,46,Low,NA
11626,9,12,Low,NA
11627,9,NA,Low,NA
11628,9,8,Low,1.8
11629,9,2,Low,1.47
11630,9,NA,None,NA
11631,9,NA,None,NA
11632,9,NA,None,NA
11633,9,NA,None,NA
11634,9,NA,None,NA
11635,9,28,Low,NA
11636,9,10,Low,NA
11637,9,NA,Low,NA
11638,8,NA,None,NA
11639,8,70,None,0.78
11640,8,NA,None,NA
11641,8,NA,None,NA
11642,8,NA,None,NA
11643,8,NA,None,NA
11644,8,NA,None,NA
11645,8,25,Low,NA
11646,8,33,Low,NA
11647,8,NA,None,NA
11648,11,37,None,1.52
11649,11,156,None,1.03
11650,11,2,None,NA
11651,11,NA,None,NA
11652,11,NA,None,NA
11653,11,NA,None,NA
11654,11,NA,None,NA
11655,11,29,Low,NA
11656,11,43,Low,NA
11657,11,NA,None,NA
11658,22,15,Low,0.86
11659,22,3,Low,1.47
11660,22,7,Moderate,NA
11661,22,3,Low,NA
11662,22,12,Low,NA
11663,22,1,Low,NA
11664,22,NA,Low,NA
11665,22,6,Low,NA
11666,22,5,Low,NA
11667,22,250,Low,NA
11668,30,NA,Low,0.97
11669,30,4,Low,0.9
11670,30,4,None,NA
11671,30,8,Low,NA
11672,30,10,None,NA
11673,30,7,None,NA
11674,30,7,None,NA
11675,30,NA,Low,NA
11676,30,14,Low,NA
11677,30,18,Low,NA
11678,5,NA,None,NA
11679,5,NA,High,NA
11680,5,10,None,NA
11681,5,NA,None,NA
11682,5,NA,None,NA
11683,5,NA,None,NA
11684,5,NA,None,NA
11685,5,3,None,NA
11686,5,69,None,NA
11687,5,3,None,NA
11688,1,NA,Low,6.25
11689,1,48,None,0.93
11690,1,NA,Low,NA
11691,1,NA,None,NA
11692,1,NA,None,NA
11693,1,NA,Low,NA
11694,1,NA,None,NA
11695,1,NA,High,NA
11696,1,31,High,NA
11697,1,NA,Moderate,NA
11698,17,NA,None,0.61
11699,17,NA,None,1.7
11700,17,NA,None,NA
11701,17,NA,Low,NA
11702,17,3,None,NA
11703,17,1,None,NA
11704,17,1,None,NA
11705,17,NA,None,NA
11706,17,NA,None,NA
11707,17,9,None,NA
11708,9,NA,None,2.16
11709,9,NA,None,1.03
11710,9,24,None,NA
11711,9,6,None,NA
11712,9,31,None,NA
11713,9,6,None,NA
11714,9,4,None,NA
11715,9,14,None,NA
11716,9,56,None,NA
11717,9,5,None,NA
11718,13,NA,Low,11.6
11719,13,6,None,2.23
11720,13,NA,None,NA
11721,13,NA,Low,NA
11722,13,NA,None,NA
11723,13,NA,Low,NA
11724,13,NA,None,NA
11725,13,10,Low,NA
11726,13,37,None,NA
11727,13,NA,Low,NA
11728,11,13,None,1.65
11729,11,NA,Low,0.9
11730,11,4,Moderate,NA
11731,11,NA,Moderate,NA
11732,11,11,Low,NA
11733,11,NA,Low,NA
11734,11,7,None,NA
11735,11,9,Moderate,NA
11736,11,2,High,NA
11737,11,7,Low,NA
11738,5,17,None,0.79
11739,5,7,None,2.98
11740,5,NA,None,NA
11741,5,NA,None,NA
11742,5,NA,None,NA
11743,5,2,None,NA
11744,5,NA,None,NA
11745,5,29,None,NA
11746,5,75,None,NA
11747,5,7,None,NA
11748,9,8,Low,0.99
11749,9,4,Low,0.48
11750,9,NA,None,NA
11751,9,NA,None,NA
11752,9,4,None,NA
11753,9,NA,Low,NA
11754,9,16,None,NA
11755,9,3,Low,NA
11756,9,26,Low,NA
11757,9,NA,Moderate,NA
11758,9,NA,None,0.38
11759,9,4,None,2.62
11760,9,NA,None,NA
11761,9,NA,None,NA
11762,9,NA,None,NA
11763,9,NA,None,NA
11764,9,2,None,NA
11765,9,NA,None,NA
11766,9,14,None,NA
11767,9,5,None,NA
11768,9,NA,None,1.3
11769,9,NA,None,0.67
11770,9,2,None,NA
11771,9,NA,None,NA
11772,9,NA,None,NA
11773,9,NA,None,NA
11774,9,NA,None,NA
11775,9,1,None,NA
11776,9,3,None,NA
11777,9,17,None,NA
11778,11,NA,None,0.42
11779,11,3,None,0.97
11780,11,1,None,NA
11781,11,NA,Low,NA
11782,11,1,None,NA
11783,11,NA,None,NA
11784,11,2,None,NA
11785,11,21,None,NA
11786,11,47,None,NA
11787,11,10,None,NA
11788,17,NA,None,0.8
11789,17,NA,None,0.36
11790,17,2,None,NA
11791,17,NA,None,NA
11792,17,4,None,NA
11793,17,31,None,NA
11794,4,NA,None,NA
11795,4,21,Moderate,NA
11796,4,1,Moderate,NA
11797,4,30,None,NA
11798,15,NA,Low,4.34
11799,15,32,None,0.62
11800,15,NA,None,NA
11801,15,NA,None,NA
11802,15,16,None,NA
11803,15,4,None,NA
11804,15,13,None,NA
11805,15,NA,Low,NA
11806,15,NA,Low,NA
11807,15,8,Low,NA
11808,11,5,Low,1.99
11809,11,16,Low,0.96
11810,11,7,Low,NA
11811,11,NA,Low,NA
11812,11,2,Low,NA
11813,11,NA,Low,NA
11814,11,32,Low,NA
11815,11,15,Low,NA
11816,11,3,Low,NA
11817,11,NA,Low,NA
11818,9,6,Low,2.23
11819,9,12,None,1.34
11820,9,NA,None,NA
11821,9,NA,None,NA
11822,9,NA,None,NA
11823,9,1,None,NA
11824,9,23,None,NA
11825,9,15,Low,NA
11826,9,20,Low,NA
11827,9,NA,Low,NA
11828,9,NA,Low,0.88
11829,9,52,Low,0.93
11830,9,NA,None,NA
11831,9,NA,None,NA
11832,9,4,None,NA
11833,9,NA,None,NA
11834,9,NA,None,NA
11835,9,NA,None,NA
11836,9,16,None,NA
11837,9,21,None,NA
11838,13,25,None,1.61
11839,13,64,Low,1.09
11840,13,4,None,NA
11841,13,NA,None,NA
11842,13,15,None,NA
11843,13,NA,Low,NA
11844,13,6,None,NA
11845,13,NA,Low,NA
11846,13,8,Low,NA
11847,13,NA,None,NA
11848,5,NA,None,3.53
11849,5,7,None,0.71
11850,5,16,None,NA
11851,5,8,None,NA
11852,5,24,None,NA
11853,5,NA,None,NA
11854,7,7,None,NA
11855,7,NA,None,NA
11856,7,NA,None,NA
11857,7,11,Low,NA
11858,13,10,Low,0.62
11859,13,8,None,0.47
11860,13,3,Low,NA
11861,13,6,Low,NA
11862,13,12,Low,NA
11863,13,NA,Low,NA
11864,13,NA,None,NA
11865,13,25,Low,NA
11866,13,7,Low,NA
11867,13,NA,Low,NA
11868,5,NA,None,5.07
11869,5,NA,None,1.21
11870,5,4,None,NA
11871,5,NA,Low,NA
11872,5,NA,None,NA
11873,5,NA,None,NA
11874,5,NA,None,NA
11875,5,3,Low,NA
11876,5,50,Low,NA
11877,5,39,Moderate,NA
11878,18,NA,High,5.35
11879,18,27,Low,1.95
11880,18,NA,Moderate,NA
11881,18,NA,None,NA
11882,18,3,Low,NA
11883,18,NA,None,NA
11884,18,3,Moderate,NA
11885,18,NA,Moderate,NA
11886,18,11,Moderate,NA
11887,18,NA,High,NA
11888,13,5,None,0.42
11889,13,50,None,0.75
11890,13,NA,None,NA
11891,13,NA,None,NA
11892,13,2,None,NA
11893,13,3,None,NA
11894,13,8,None,NA
11895,13,NA,None,NA
11896,13,17,None,NA
11897,13,2,None,NA
11898,5,15,Low,1
11899,5,22,Low,0.65
11900,5,3,None,NA
11901,5,5,None,NA
11902,5,15,None,NA
11903,5,2,Low,NA
11904,5,3,None,NA
11905,5,1,None,NA
11906,5,7,None,NA
11907,5,2,None,NA
11908,NA,NA,None,NA
11909,NA,NA,None,NA
11910,NA,NA,None,NA
11911,NA,NA,None,NA
11912,NA,NA,None,NA
11913,NA,NA,None,NA
11914,NA,NA,None,NA
11915,NA,NA,None,NA
11916,NA,NA,None,NA
11917,NA,NA,None,NA
11918,8,NA,None,1.99
11919,8,7,None,0.98
11920,8,NA,None,NA
11921,8,12,None,NA
11922,8,23,None,NA
11923,8,NA,None,NA
11924,8,9,None,NA
11925,8,13,None,NA
11926,8,7,None,NA
11927,8,NA,None,NA
11928,4,4,Low,NA
11929,4,10,Low,3.06
11930,4,3,Low,NA
11931,4,NA,Low,NA
11932,4,6,Low,NA
11933,4,NA,Low,NA
11934,4,12,Low,NA
11935,4,26,Low,NA
11936,4,10,Low,NA
11937,4,NA,Low,NA
11938,8,3,Low,0.78
11939,8,42,None,0.61
11940,8,NA,None,NA
11941,8,NA,None,NA
11942,8,NA,None,NA
11943,8,NA,None,NA
11944,8,NA,None,NA
11945,8,29,None,NA
11946,8,63,Low,NA
11947,8,18,None,NA
11948,15,20,None,3.66
11949,15,111,None,1
11950,15,34,None,NA
11951,15,NA,None,NA
11952,15,NA,None,NA
11953,15,NA,None,NA
11954,15,6,None,NA
11955,15,2,None,NA
11956,15,4,None,NA
11957,15,10,None,NA
11958,NA,7,Low,1.07
11959,NA,28,Low,2.29
11960,NA,3,Low,NA
11961,NA,2,Low,NA
11962,NA,NA,Low,NA
11963,NA,1,Low,NA
11964,NA,1,Low,NA
11965,NA,3,Low,NA
11966,NA,6,Low,NA
11967,NA,27,Low,NA
11968,8,4,None,1.27
11969,8,8,None,0.67
11970,8,NA,Low,NA
11971,8,NA,Low,NA
11972,8,30,Low,NA
11973,8,NA,Low,NA
11974,8,3,Low,NA
11975,8,3,Low,NA
11976,8,11,Low,NA
11977,8,3,Low,NA
11978,9,NA,None,0.82
11979,9,17,None,0.54
11980,9,NA,None,NA
11981,9,NA,None,NA
11982,9,2,None,NA
11983,9,NA,None,NA
11984,9,3,None,NA
11985,9,2,Low,NA
11986,9,31,Low,NA
11987,9,NA,Low,NA
11988,4,12,None,0.82
11989,4,6,None,0.64
11990,4,NA,None,NA
11991,4,NA,None,NA
11992,4,7,None,NA
11993,4,3,None,NA
11994,4,NA,None,NA
11995,4,NA,None,NA
11996,4,10,None,NA
11997,4,6,Low,NA
11998,8,NA,None,1.01
11999,8,47,None,1.82
12000,8,NA,None,NA
12001,8,NA,None,NA
12002,8,7,None,NA
12003,8,1,None,NA
12004,8,3,None,NA
12005,8,1,None,NA
12006,8,3,None,NA
12007,8,NA,None,NA
12008,21,NA,None,NA
12009,21,NA,None,0.64
12010,21,NA,None,NA
12011,21,NA,None,NA
12012,21,NA,None,NA
12013,21,NA,None,NA
12014,21,12,None,NA
12015,21,NA,None,NA
12016,21,NA,None,NA
12017,21,NA,None,NA
12018,13,4,Moderate,2.11
12019,13,2,Moderate,1.05
12020,13,NA,None,NA
12021,13,NA,None,NA
12022,13,NA,None,NA
12023,13,NA,Low,NA
12024,13,NA,Low,NA
12025,13,7,Moderate,NA
12026,13,13,Low,NA
12027,13,NA,None,NA
12028,8,NA,Low,3.57
12029,8,27,None,2.16
12030,8,NA,None,NA
12031,8,NA,Moderate,NA
12032,8,6,Moderate,NA
12033,8,5,Low,NA
12034,8,NA,None,NA
12035,8,NA,None,NA
12036,8,64,Moderate,NA
12037,8,17,None,NA
12038,17,NA,None,NA
12039,17,25,None,NA
12040,17,1,None,NA
12041,17,30,Low,NA
12042,17,29,None,NA
12043,17,NA,None,NA
12044,17,11,None,NA
12045,17,2,None,NA
12046,17,37,None,NA
12047,17,4,None,NA
12048,8,7,None,0.8
12049,8,31,None,1.03
12050,8,4,None,NA
12051,8,NA,None,NA
12052,8,21,None,NA
12053,8,4,None,NA
12054,8,NA,None,NA
12055,8,NA,None,NA
12056,8,5,None,NA
12057,8,2,None,NA
12058,9,NA,None,0.61
12059,9,27,None,0.88
12060,9,16,None,NA
12061,9,2,None,NA
12062,9,NA,None,NA
12063,9,NA,None,NA
12064,9,2,None,NA
12065,9,2,None,NA
12066,9,8,None,NA
12067,9,NA,None,NA
12068,9,NA,None,NA
12069,9,6,None,NA
12070,9,NA,None,NA
12071,9,NA,None,NA
12072,9,62,None,NA
12073,9,NA,None,NA
12074,7,4,None,NA
12075,7,12,None,NA
12076,7,38,None,NA
12077,7,2,None,NA
12078,4,NA,Low,2.52
12079,4,29,None,1.44
12080,4,NA,Low,NA
12081,4,NA,Low,NA
12082,4,NA,None,NA
12083,4,7,Low,NA
